language,term,translation,parent,status
Spanish,empacar,packing; (to) pack; pack,,1
Spanish,club,club,,1
Spanish,resto,rest,,1
Spanish,ahorrar,(to) save; saving; save,,1
Spanish,se va,(he/she) leaves; leaves; is leaving,,1
Spanish,así que,so that; so,,1
Spanish,se van,(they) leave; leave,,1
Spanish,profundo,deep; heavier; steep,,1
Spanish,cálido,hot; warmer; warm,,1
Spanish,gasolina,gas; gasoline,,1
Spanish,te vas,(you) are leaving; you leave,,1
Spanish,me voy,I'm leaving; I am leaving; i'm,,1
Spanish,euro,euro,,1
Spanish,autopista,freeway; highway,,1
Spanish,mapa,map,,1
Spanish,avenida,drive; boulevard; reconciled,,1
Spanish,había,it was; had; had ever,,1
Spanish,mientras,while; as; whilst,,1
Spanish,póster,poster,,1
Spanish,zanahoria,carrot,,1
Spanish,armario,closet; press; cupboard,,1
Spanish,fútbol americano,football,,1
Spanish,veíamos,(we) were hearing; (we) found oneself; (we) looked,,1
Spanish,compartir,(to) share; share; sharing,,1
Spanish,veían,(they) watched; (they) used to see; (?) did you use to see,,1
Spanish,adolescente,teen; adolescent; teenager,,1
Spanish,payaso,joker; comedian; clown,,1
Spanish,escúter,scooter; moped,,1
Spanish,patinar,skate; skating; to skate,,1
Spanish,batería,drum kit; battery; drums,,1
Spanish,liso,straight; smooth; plain,,1
Spanish,globo,world; balloon,,1
Spanish,veía,saw; (I) would watch; was watching,,1
Spanish,veías,(you) used to see; (?) did you use to see; looked,,1
Spanish,casi,almost; nearly; practically,,1
Spanish,castaño,brown,,1
Spanish,ama de casa,housewife; homemaker,,1
Spanish,patín,skate,,1
Spanish,inmediatamente,immediately; right away; straightaway,,1
Spanish,cambio,return; change; exchange,,1
Spanish,sangre,blood,,1
Spanish,cuidado,care; took care; careful,,1
Spanish,pelo,hair; hairs,,1
Spanish,en forma,fit,,1
Spanish,me veo,(I)  imagine; (I)  see; (I)  watch,,1
Spanish,muerto,dead; died; finished,,1
Spanish,rápidamente,fast; quickly; rapidly,,1
Spanish,auxilio,help,,1
Spanish,fácilmente,easily,,1
Spanish,gravemente,badly; gravely; grievously,,1
Spanish,nacer,pay; pays; born,,1
Spanish,alejado,far away; away,,1
Spanish,usual,usual; normal,,1
Spanish,molesto,annoyed; (I) get upset; bother anyone,,1
Spanish,cerebro,brain; brains,,1
Spanish,horrible,ugly; horrible; awful,,1
Spanish,vendaje,dressing; bandage; bandages,,1
Spanish,vayan,(they/you-plural) slip away; (they/you-plural) escape; (they/you-plural) run,,1
Spanish,hacen,(they) do; (?) are you doing; made,,1
Spanish,gratis,free; free of charge; complimentary,,1
Spanish,hagan,(they/you-plural) carry out; cook!; (they/you-plural) write out,,1
Spanish,pijama,pajamas,,1
Spanish,decidan,decide,,1
Spanish,abran,(they/you-plural) head; (they/you-plural) back out; (they/you-plural) lead,,1
Spanish,deciden,(they/you-plural) make up one's mind; (they/you-plural) decide; (they/you-plural) settle,,1
Spanish,arete,earring,,1
Spanish,brazalete,bracelet; wristband,,1
Spanish,coman,eat,,1
Spanish,beban,(you-plural) drink (command); drink!; drink,,1
Spanish,vendedor,salesman; salesperson; vendor,,1
Spanish,recibo,greet; receipt; (I) get,,1
Spanish,trabajen,act!; (they/you-plural) stock; (they/you-plural) mix,,1
Spanish,compren,buy,,1
Spanish,perfume,scent; perfume,,1
Spanish,cheque,check,,1
Spanish,concejo municipal,city council,,1
Spanish,física,physics; physical,,1
Spanish,correo,mail; post,,1
Spanish,madera,wood; wooden,,1
Spanish,cantante,singer,,1
Spanish,piloto,pilot,,1
Spanish,descargué,download; (I) downloaded,,1
Spanish,copiar,copy; copying,,1
Spanish,limpiando,cleaning,,1
Spanish,fotógrafo,photographer; photographers,,1
Spanish,pizarrón,chalkboard; blackboard; whiteboard,,1
Spanish,limpiador,cleaner,,1
Spanish,personal,staff; personal; personnel,,1
Spanish,descargar,run; downloads; download,,1
Spanish,impresora,printer,,1
Spanish,departamento,department; apartment,,1
Spanish,teclado,keyboard; bank,,1
Spanish,conductor,driver,,1
Spanish,ocupación,occupation,,1
Spanish,actriz,actress,,1
Spanish,cliente,customer; client,,1
Spanish,recepcionista,receptionist,,1
Spanish,actor,actor,,1
Spanish,electricidad,electricity,,1
Spanish,llegado,gotten; come; arrived,,1
Spanish,robado,stolen; robbed; stealing,,1
Spanish,fuego,fire,,1
Spanish,nacional,home; national; internal,,1
Spanish,extraño,(I) miss; peculiar; weird,,1
Spanish,terrible,terrible; horrible; desperate,,1
Spanish,recibido,got; gotten; received,,1
Spanish,ido,left; been; been to,,1
Spanish,hemos,we've; have,,1
Spanish,vivido,lived; existed,,1
Spanish,han,(you) have; (they) have; (she) has,,1
Spanish,salvaje,brutal; wild; savage,,1
Spanish,policía,police officer; policeman; police,,1
Spanish,todavía,yet; still,,1
Spanish,comido,eaten; had; ate,,1
Spanish,aprendido,learns; learned/learnt; learn,,1
Spanish,ha,has; it's; she's,,1
Spanish,robar,robbing; (to) steal; steal,,1
Spanish,obrero,worker,,1
Spanish,peligro,(I) am at risk; peril; danger,,1
Spanish,he,have; I've; I have,,1
Spanish,trabajado,worked; acted,,1
Spanish,estado,state; condition; been,,1
Spanish,estudiado,studied; trained,,1
Spanish,bastante,quite ; enough; fairly,,1
Spanish,has,you've; (you) have; have,,1
Spanish,pop,pop,,1
Spanish,navegué,(I) sailed,,1
Spanish,dibujo,(I) draw; designed; drawing,,1
Spanish,prestar,gave; pay; pays,,1
Spanish,hockey,hockey,,1
Spanish,navegar,surf; sailing; sail,,1
Spanish,estampilla,stamp,,1
Spanish,velero,sailboat; sail,,1
Spanish,acampar,camping; camp,,1
Spanish,esquiar,ski,,1
Spanish,coleccionar,(to) collect; collect; collecting,,1
Spanish,cometa,kite,,1
Spanish,raqueta,racket; snowshoe; rake,,1
Spanish,bádminton,badminton,,1
Spanish,rompecabezas,puzzle; jigsaw; jigsaw puzzle,,1
Spanish,a lo largo del,along; throughout the; along the,,1
Spanish,postal,postcard; postal,,1
Spanish,tanto,so much; both; so,,1
Spanish,maravilloso,wonderful; marvelous; magical,,1
Spanish,decirles,(to) tell them; tell,,1
Spanish,expliqué,(I) explained; explain; (I) understood,,1
Spanish,darle,giving; (to) give him; give her,,1
Spanish,nivel,level; floor; standards,,1
Spanish,decirnos,(to) say (us); (to) think (us); (to) say to oneself (us),,1
Spanish,explicar,to explain; (to) understand,,1
Spanish,darte,give you,,1
Spanish,mochila,backpack,,1
Spanish,calendario,calendar,,1
Spanish,darme,(to) give me; giving me; give,,1
Spanish,decirme,(to) tell me; telling me,,1
Spanish,instrucción,instruction; charge,,1
Spanish,consejo,advice; counsel; tip,,1
Spanish,diferencia,(you-formal) differentiate between; (he/she/it) differentiates between; difference,,1
Spanish,claramente,clearly,,1
Spanish,libros de ejercicios,workbooks,,1
Spanish,regla,ruler; period; rule,,1
Spanish,detalle,touch; gift; go into detail!,,1
Spanish,avanzado,advanced; made progress,,1
Spanish,compañero,classmate; coworker; partner,,1
Spanish,estuche,case; box; pencil case,,1
Spanish,limón,lemon,,1
Spanish,billetera,wallet,,1
Spanish,pera,pear,,1
Spanish,champiñón,mushroom,,1
Spanish,variedad,variety,,1
Spanish,lista,list; smart; ready,,1
Spanish,gastar,spending; spend; worn,,1
Spanish,pimienta,pepper,,1
Spanish,jamón,ham,,1
Spanish,litro,liter; liters,,1
Spanish,kilogramo,kilogram,,1
Spanish,lata,can,,1
Spanish,cebolla,onion,,1
Spanish,yogur,yogurt,,1
Spanish,durmió,sleep; (he) slept; (?) did she sleep,,1
Spanish,durmieron,sleep; (they) slept; (?) did they sleep,,1
Spanish,dormiste,(you) slept; (?) did you fall asleep; (you) fell asleep,,1
Spanish,maquillaje,makeup,,1
Spanish,champú,shampoo,,1
Spanish,me quedé,(I)  stayed; (I) fell; fall,,1
Spanish,suéter,sweater,,1
Spanish,uniforme,even; uniform,,1
Spanish,peine,comb,,1
Spanish,bufanda,scarf,,1
Spanish,corbata,tie,,1
Spanish,vestirse,dressed; dress; to get dressed,,1
Spanish,me reuní,met,,1
Spanish,suave,soft; lit; gentle,,1
Spanish,calcetín,sock,,1
Spanish,almorcé,(I) ate lunch; (I) had lunch; eat lunch,,1
Spanish,pasta,pasta,,1
Spanish,me desperté,(I)  waked/woke (up); (I)  whetted/whet; (I)  aroused,,1
Spanish,tostada,toast,,1
Spanish,mermelada,jam; jelly,,1
Spanish,me duché,(I) showered; (I) took a shower,,1
Spanish,de acuerdo,agree; agreed,,1
Spanish,miles,thousands,,1
Spanish,principio,(I) begin; beginning; (I) commence,,1
Spanish,nacimiento,birth,,1
Spanish,colina,hill,,1
Spanish,prepararse,(to) get ready; (to) have a; (to) prepare,,1
Spanish,puso,stood; gave; (she) turned,,1
Spanish,decidir,decides; agrees; decide,,1
Spanish,pudo,(he) could; (she) was able to; could,,1
Spanish,preparar,fixed; dressed; makes,,1
Spanish,por fin,finally,,1
Spanish,supo,know; (she) knew,,1
Spanish,área,area,,1
Spanish,pusiste,(you) put; make; get,,1
Spanish,supiste,(you) knew; know; knew,,1
Spanish,pudiste,able; (you) were able to; could,,1
Spanish,charla,chat,,1
Spanish,puse,stood; gave; (I) put,,1
Spanish,pude,(I) was able; (I) could; could,,1
Spanish,supe,know; knew; found out,,1
Spanish,ocurrir,comes; (to) occur; come,,1
Spanish,vez,time,,1
Spanish,razón,reason; cause; right,,1
Spanish,siglo,century,,1
Spanish,estar de acuerdo,agree; agreed; agreeing,,1
Spanish,puente,long weekend; bridge,,1
Spanish,magia,magic,,1
Spanish,silvestre,wild,,1
Spanish,pato,duck,,1
Spanish,simple,simple; simpleton; simple-minded,,1
Spanish,oro,gold,,1
Spanish,vista,view; sight; to dress,,1
Spanish,collar,necklace,,1
Spanish,propio,own; messenger,,1
Spanish,miel,honey,,1
Spanish,visitante,visiting; visitor; visit,,1
Spanish,león,lion,,1
Spanish,desierto,deserted; desert,,1
Spanish,corazón,heart,,1
Spanish,creer,believe; (to) believe; thought,,1
Spanish,naturaleza,nature,,1
Spanish,me llamaba,(he/she/it/you)  called (me); (he/she/it/you)  used to call (me); (he/she/it/you)  was/were calling (me),,1
Spanish,serpiente,snake; serpent,,1
Spanish,repitiendo,repeating,,1
Spanish,afuera,outside; out; outdoors,,1
Spanish,llamada,call; called; phone call,,1
Spanish,director,manager; supervisor; principal,,1
Spanish,edificio,building,,1
Spanish,cocinero,cook,,1
Spanish,repetir,to repeat,,1
Spanish,completar,(to) complete; complete; (to) finish,,1
Spanish,programa,show; program; software,,1
Spanish,compañía,company,,1
Spanish,presidente,president,,1
Spanish,empresario,businessman; entrepreneur,,1
Spanish,increíble,amazing; incredible; unbelievable,,1
Spanish,durmiendo,falling asleep; sleeping,,1
Spanish,yendo,going; leaving,,1
Spanish,muriendo,dying,,1
Spanish,oyendo,listening to; getting; hearing,,1
Spanish,trayendo,getting; bringing,,1
Spanish,trabajador,worker; hardworking,,1
Spanish,pintor,painter; artist,,1
Spanish,pidiendo,wanting; asking; asking for,,1
Spanish,diciendo,thinking; calling; telling,,1
Spanish,adentro,inside; in; indoors,,1
Spanish,carpeta,folder,,1
Spanish,horario,schedule,,1
Spanish,gerente,manager,,1
Spanish,rugby,rugby,,1
Spanish,asar,barbecue; grill; (to) roast,,1
Spanish,tía,aunt,,1
Spanish,mono,monkey; cute,,1
Spanish,ciencias,sciences,,1
Spanish,tío,uncle; stuck; stick,,1
Spanish,cafetería,cafeteria; cafe; café,,1
Spanish,rata,rat,,1
Spanish,reparar,to fix; (to) repair; (to) fix,,1
Spanish,limonada,lemonade,,1
Spanish,video,video,,1
Spanish,pescar,to fish; (to) fish; (to) go fish,,1
Spanish,entrar,to go in; (to) come in; (to) enter,,1
Spanish,mercado,market; markets,,1
Spanish,océano,ocean,,1
Spanish,tambor,drum,,1
Spanish,fresco,newer; cool; fresh,,1
Spanish,motor,engine; motor,,1
Spanish,vacío,empty; vacuum,,1
Spanish,mango,mango,,1
Spanish,cajón,case; drawer; box,,1
Spanish,gafas de sol,sunglasses,,1
Spanish,romper,to break,,1
Spanish,paraguas,umbrella; umbrellas; brolly,,1
Spanish,mojado,wet,,1
Spanish,soleado,sunny; bright,,1
Spanish,traje de baño,swimsuit; swimsuits; bathing suit,,1
Spanish,seco,dry; (I) dry; smarter,,1
Spanish,probablemente,probably; likely,,1
Spanish,excepto,except,,1
Spanish,casar,marrying; (to) get married; married,,1
Spanish,satisfecho,satisfied; pleased,,1
Spanish,vecino,neighbor; neighboring,,1
Spanish,invitado,invited; guest; invite,,1
Spanish,sin duda,surely; certainly; definitely,,1
Spanish,estábamos,(we) were; lay; were,,1
Spanish,interesado,interested; concerned,,1
Spanish,loco,crazy,,1
Spanish,enfadado,mad; angry; annoyed,,1
Spanish,nieto,grandson; grandchild,,1
Spanish,en todas partes,everywhere; all over the place,,1
Spanish,servicios,services; restrooms; restroom,,1
Spanish,capital,capital; capital city,,1
Spanish,helicóptero,helicopter,,1
Spanish,agradable,pleasant; nice,,1
Spanish,regresar,to return; (to) give back; (to) go/come back,,1
Spanish,internacional,international; internationally,,1
Spanish,asiento,chair; seat; seats,,1
Spanish,tranvía,tram,,1
Spanish,confortable,comfortable,,1
Spanish,vuelo,flight; (I) fly,,1
Spanish,coche,car; automobile,,1
Spanish,identificación,ID; identification; id.,,1
Spanish,ópera,opera; opera house,,1
Spanish,equipaje,luggage; baggage,,1
Spanish,estadio,stadium; parked,,1
Spanish,pasajero,passenger; temporary,,1
Spanish,reservar,reserving; (to) book; reserve,,1
Spanish,planear,planning; planned; plan,,1
Spanish,catedral,cathedral,,1
Spanish,bienvenido,welcome,,1
Spanish,idea,idea; thought; clue,,1
Spanish,isla,island,,1
Spanish,turista,tourist,,1
Spanish,hasta,until; to; up until,,1
Spanish,bailarín,dancer,,1
Spanish,guerra,war,,1
Spanish,llorar,crying; (to) cry; cry,,1
Spanish,lentamente,slowly,,1
Spanish,campo,field; country; countryside,,1
Spanish,artista,actor; artist; actress,,1
Spanish,sortija,ring,,1
Spanish,rezar,(to) pray; says,,1
Spanish,intentar,to try,,1
Spanish,oveja,sheep,,1
Spanish,montaña,mountain; mountains,,1
Spanish,mar,sea,,1
Spanish,violín,violin,,1
Spanish,había una vez,once upon a time,,1
Spanish,castillo,castle,,1
Spanish,salón,hall,,1
Spanish,rey,king,,1
Spanish,patio de juego,playground,,1
Spanish,iban,(they) went; (they) used to go; (they) were going,,1
Spanish,íbamos,(we) were going; (we) went out; we'd go,,1
Spanish,dulces,candies; sweet; sweets,,1
Spanish,dibujo animado,cartoon,,1
Spanish,refresco,soda; pop,,1
Spanish,ibas,(you) were going to; were; (?) did you use to go,,1
Spanish,mecánico,mechanic,,1
Spanish,geografía,geography,,1
Spanish,balonmano,handball,,1
Spanish,equipo,team; outfit; equipment,,1
Spanish,carrera,degree; career; race,,1
Spanish,kilómetro,kilometer,,1
Spanish,corredor,hall; runner,,1
Spanish,tomé,caught; (I) had; made,,1
Spanish,ganar,to win; (to) beat; (to) gain,,1
Spanish,historia,history; story,,1
Spanish,química,chemistry,,1
Spanish,libro de texto,text; textbook,,1
Spanish,cuaderno,notebook,,1
Spanish,leyó,(he) read; (they) read; read,,1
Spanish,leímos,(we) read; read,,1
Spanish,leyeron,(you) read; (?) did you read; read,,1
Spanish,leíste,read; (you) read; (?) did you read,,1
Spanish,varios,many; several; some,,1
Spanish,aprobar,(to) pass; approve; pass,,1
Spanish,tazón,bowl; mug,,1
Spanish,copa,glass; drink; cup,,1
Spanish,el español,Spanish,,1
Spanish,insecto,insect,,1
Spanish,agricultor,farmer,,1
Spanish,oso,bear,,1
Spanish,dinosaurio,dinosaur,,1
Spanish,el fútbol,soccer,,1
Spanish,gramática,grammar,,1
Spanish,pesado,heavier; heavy; annoying,,1
Spanish,los padres,parent,,1
Spanish,los lunes,mondays,,1
Spanish,útil,useful; helpful,,1
Spanish,verdura,vegetable; verdure; green,,1
Spanish,peligroso,dangerous,,1
Spanish,fuerte,bad; strong; brighter,,1
Spanish,conejo,rabbit,,1
Spanish,elefante,elephant,,1
Spanish,fábricas,factories; plants; mills,,1
Spanish,máquina,machine,,1
Spanish,ingeniero,engineer; an engineer,,1
Spanish,entiendes,understand; get; (?) do you understand,,1
Spanish,enviar,getting; (to) send; sends,,1
Spanish,trajeron,bring; (they) brought; (?) did you bring,,1
Spanish,tuvieron,(?) did they have; (they) had; have,,1
Spanish,dijeron,said; (?) did they say; (they) said,,1
Spanish,leí,(I) read; read,,1
Spanish,revista,magazine; journal; magazines,,1
Spanish,dijimos,(we) told; said; tell,,1
Spanish,trajimos,(we) brought,,1
Spanish,tuvimos,(we) had; have; had,,1
Spanish,correcto,well-mannered; right; correct,,1
Spanish,archivo,file,,1
Spanish,documento,document; paper,,1
Spanish,información,information,,1
Spanish,verdad,truth,,1
Spanish,internet,Internet; online; web,,1
Spanish,canal,channel; canal,,1
Spanish,noticia,news,,1
Spanish,semanal,weekly,,1
Spanish,debería,there should; (you) should; (I) should,,1
Spanish,duelen,are aching; sore; ache,,1
Spanish,actividad,activity,,1
Spanish,dentista,dentist,,1
Spanish,accidente,accident; crash,,1
Spanish,cigarrillo,cigarette; cigarettes,,1
Spanish,deberías,supposed to; (you) should; should,,1
Spanish,cuidar,(to) care for; (to) watch; (to) take care,,1
Spanish,duele,(it) is hurting; (it) hurts; (?) does it hurt,,1
Spanish,salud,health,,1
Spanish,ejercicio,exercise,,1
Spanish,pálido,pale,,1
Spanish,hay que,one must; we've got to,,1
Spanish,dolor,pain; ache; grief,,1
Spanish,descansar,rest; to rest,,1
Spanish,jabón,soap,,1
Spanish,enfermero,nurse; male nurse,,1
Spanish,dr.,Dr.,,1
Spanish,mover,(to) move; get around; driven,,1
Spanish,doler,to hurt; hurt; to be in pain,,1
Spanish,dedo,finger,,1
Spanish,cuello,neck; collar,,1
Spanish,cita,appointment; date; dates,,1
Spanish,espalda,back,,1
Spanish,estómago,stomach,,1
Spanish,encendemos,(we) turn on,,1
Spanish,encendido,turned on; open; on,,1
Spanish,dormido,fallen asleep; asleep; slept,,1
Spanish,perdido,wasting; waste; gotten lost,,1
Spanish,sofá,sofa; couch; sofas,,1
Spanish,encender,to turn on; turn on; switch on,,1
Spanish,espejo,mirror,,1
Spanish,lavadora,washing machine,,1
Spanish,sillón,armchair; chair,,1
Spanish,estufa,stove; heater,,1
Spanish,alfombra,carpet; rug,,1
Spanish,pintado,painted; drawn,,1
Spanish,apagado,off; turned off,,1
Spanish,televisor,television; TV; television set,,1
Spanish,apagar,to turn off; turn off; switch off,,1
Spanish,muebles,furniture,,1
Spanish,cafetera,coffee maker; coffee machine,,1
Spanish,lámpara,lamp; lit,,1
Spanish,portátil,laptop,,1
Spanish,luz,lights; Luz; light,,1
Spanish,juego de mesa,board game,,1
Spanish,me acordé,(I)  remembered; (I) didn't remember,,1
Spanish,diploma,diploma; certificate; degree,,1
Spanish,premio,prize; award,,1
Spanish,dijo,(he) said; (he) told; said,,1
Spanish,recibir,receive; get; to get,,1
Spanish,trajo,(?) did you bring; (he) brought; (she) brought,,1
Spanish,abuelito,grandpa; grandfather; granddad,,1
Spanish,tuvo,(?) did she have; experienced; (he) had,,1
Spanish,álbum,album,,1
Spanish,compañero de clase,classmate,,1
Spanish,trajiste,get; got; (?) did you bring,,1
Spanish,dijiste,said; (?) did you tell; (?) did you say,,1
Spanish,tuviste,(you) had; had; (?) did you have,,1
Spanish,momento,moment; time; timing,,1
Spanish,cuento,I'm telling; rely on; tell,,1
Spanish,campamento,camp; camping,,1
Spanish,aventura,adventure; affair,,1
Spanish,traje,suit; garment; costume,,1
Spanish,tuve,(I) had; got; have,,1
Spanish,dije,said; (I) said; (I) told,,1
Spanish,hace,is; (you) make; makes,,1
Spanish,compañero de cuarto,roommate,,1
Spanish,primo,cousin,,1
Spanish,llega,is; (you) arrive; (it) reaches,,1
Spanish,baila,(he) dances; dancing; dance,,1
Spanish,mediodía,noon; midday,,1
Spanish,medianoche,midnight,,1
Spanish,llegue,(you) arrive; arrives; (I) get,,1
Spanish,parrilla,grill; grate,,1
Spanish,conversar,talk; chat; converse,,1
Spanish,pena,shame; pity,,1
Spanish,parece,(?) does it seem; appears; look,,1
Spanish,ven,(they) are seeing; (they) are watching; (they) watch,,1
Spanish,quiénes,who,,1
Spanish,bar,bar; bars,,1
Spanish,acompañar,go with; to go with;  accompany,,1
Spanish,qué le parece,(?) what do you think,,1
Spanish,genial,cool; Great!; awesome,,1
Spanish,patio,backyard; yard; patio,,1
Spanish,sorpresa,surprise; favor,,1
Spanish,centro,center; downtown; area,,1
Spanish,oye,(you) hear; hey; hears,,1
Spanish,donde,where,,1
Spanish,cómo te va,how's it going,,1
Spanish,mira,look; look at; looks at,,1
Spanish,qué te parece,What do you think; (?) How does it sound,,1
Spanish,invitación,invitation; invite,,1
Spanish,vivíamos,(we) used to live; (we) was/were alive; (we) were living,,1
Spanish,comíamos,(we) used to eat; (we) ate; (we) were eating,,1
Spanish,teníamos,produced; knew; (we) used to have,,1
Spanish,año nuevo,New Year's,,1
Spanish,éramos,were; (we) were; (we) were being,,1
Spanish,jugábamos,(we) used to play; (we) were playing; (we) played,,1
Spanish,iglesia,church,,1
Spanish,nochebuena,Christmas Eve,,1
Spanish,eran,were; (they) were; (it) was,,1
Spanish,navidad,Christmas; Yule; Xmas,,1
Spanish,juguete,toy,,1
Spanish,especial,special,,1
Spanish,tarjeta,card; business card,,1
Spanish,comían,(they) used to eat; (they) would eat; (?) did you use to eat,,1
Spanish,vivían,(?) did they use to live; (?) did they live; lived,,1
Spanish,nochevieja,New Year's Eve,,1
Spanish,tenían,(they) used to have; have; (?) did you use to have,,1
Spanish,visitaban,(they) used to visit; visited; (?) did you use to visit,,1
Spanish,jugaban,(they) used to play; (?) did you use to play; (they) played,,1
Spanish,durante,during; for,,1
Spanish,visitaba,(he) used to visit; (she) used to visit; (he) visited,,1
Spanish,tradición,tradition,,1
Spanish,ciclismo,cycling; biking,,1
Spanish,desafortunadamente,unfortunately; sadly,,1
Spanish,hobby,hobby,,1
Spanish,motocicleta,motorcycle,,1
Spanish,a lo mejor,maybe,,1
Spanish,jazz,jazz,,1
Spanish,obra de teatro,play,,1
Spanish,espectáculo,show; performance; entertainment,,1
Spanish,lago,lake,,1
Spanish,hip-hop,hip-hop,,1
Spanish,descanso,rest; break,,1
Spanish,teatro,theater; movie theater; cinema,,1
Spanish,cómic,comic,,1
Spanish,excursión,hiking; hike; outing,,1
Spanish,panes,bread,,1
Spanish,traer,(?) could you bring; (to) bring; (to) fetch,,1
Spanish,aceite,oil,,1
Spanish,excelente,excellent; fine; great,,1
Spanish,servimos,(we) are serving; (we) worked; (we) functioned,,1
Spanish,pedimos,(we) order; asked; (we) ask,,1
Spanish,hielo,ice,,1
Spanish,extra,extra; option,,1
Spanish,buen provecho,bon appétit; enjoy your meal,,1
Spanish,saludable,healthy,,1
Spanish,lleno,full; crowded; filled,,1
Spanish,vegetariano,vegetarian,,1
Spanish,estupendo,wonderful; great; beautiful,,1
Spanish,servir,serving; (to) serve; serve,,1
Spanish,alcohol,alcohol,,1
Spanish,pedir,to order; order; to ask for,,1
Spanish,chef,chef,,1
Spanish,champán,champagne,,1
Spanish,asado,baked; grilled; roasted,,1
Spanish,estudiaba,(I) was studying; trained; (I) used to study,,1
Spanish,tenía,(he) had; (he) used to have; have,,1
Spanish,leía,(I) used to read; (she) was reading; (she) read,,1
Spanish,estudiabas,(?) did you use to study; (you) studied; (you) used to study,,1
Spanish,tenías,(you) were having; knew; (you) had,,1
Spanish,leías,(you) were reading; reading; (?) did you use to read,,1
Spanish,patineta,skateboard,,1
Spanish,eras,(you) used to be; (you) were being; (you) were,,1
Spanish,era,they were; age; were,,1
Spanish,nadabas,(you) were swimming; (?) did you use to swim; (?) were you swimming,,1
Spanish,nadaba,(I) used to swim; (I) was swimming; use to swim,,1
Spanish,tranquilo,calm; quiet; smooth,,1
Spanish,alumno,student,,1
Spanish,amable,kind; nice; softer,,1
Spanish,comías,ate; (?) did you use to eat; (you) were eating,,1
Spanish,comía,eaten; (?) did she use to eat; (I) ate,,1
Spanish,vivía,(she) lived; (I) used to live; live,,1
Spanish,vivías,(you) used to live; (?) did you use to live,,1
Spanish,galleta,cracker; biscuit; slap,,1
Spanish,bosques,woods; woodland; forests,,1
Spanish,cereal,cereal; grain,,1
Spanish,montabas,(?) did you use to ride; (you) used to ride,,1
Spanish,montaba,(I) rode; (I) used to ride; (he) was riding,,1
Spanish,jugabas,(?) did you use to play; (you) played; (you) used to play,,1
Spanish,jugaba,(she) would play; (I) used to play; (?) did she use to play,,1
Spanish,vóleibol,volleyball,,1
Spanish,de niño,as a child,,1
Spanish,vaya,go; (you) go; (I) go,,1
Spanish,haga,(you) make; it's; undergo,,1
Spanish,ponga,(you) put; put,,1
Spanish,empresa,business; firm; company,,1
Spanish,pon,put; (you) put; place,,1
Spanish,haz,(you) make; make; (you) do,,1
Spanish,ve,(she) sees; hears; (you) go,,1
Spanish,reunión,meeting; reunion,,1
Spanish,use,uses; (you) use; wear,,1
Spanish,ayude,help; (you) help; helps,,1
Spanish,escuche,hear; (you) listen up; (he/she) hears,,1
Spanish,disponible,available,,1
Spanish,colega,colleague,,1
Spanish,tampoco,neither; either,,1
Spanish,espera,expected; (she) hopes; hold on,,1
Spanish,jamás,never; ever,,1
Spanish,proyecto,project,,1
Spanish,cansadísimo,really tired,,1
Spanish,encantaron,(?) did you love,,1
Spanish,encantó,(?) did you love; (I) loved,,1
Spanish,grandísimo,really big; very big; really large,,1
Spanish,facilísimo,really easy,,1
Spanish,dificilísimo,really difficult,,1
Spanish,frecuentemente,frequently; often,,1
Spanish,ajedrez,chess,,1
Spanish,golf,golf,,1
Spanish,generalmente,generally; usually,,1
Spanish,de vez en cuando,every once in a while; once in a while; now and then,,1
Spanish,gimnasio,gym,,1
Spanish,preferimos,preferred; (we) preferred; (we) prefer,,1
Spanish,cuando,when,,1
Spanish,gustaron,(I) liked; (they) like; (I) like,,1
Spanish,nos acostamos,(we) went to bed; go,,1
Spanish,me acuesto,(I) go to bed,,1
Spanish,allí,there,,1
Spanish,acostarse,to go to bed; go to bed; lie down,,1
Spanish,odiar,hate; (to) hate; to loathe,,1
Spanish,fantástico,great; fantastic; meant,,1
Spanish,morado,purple,,1
Spanish,nos acordamos,(we) remembered; (we) remember; remember,,1
Spanish,gustó,like,,1
Spanish,soñar,to dream,,1
Spanish,lleva puesto,(?) is he wearing; he's wearing; (she) wears,,1
Spanish,cerré,(I) closed; close; (I) shut,,1
Spanish,me acuerdo,remember,,1
Spanish,barba,beard; beards,,1
Spanish,oímos,hears; hear; (we) heard,,1
Spanish,acabar,to finish; (to) end; (to) finish up,,1
Spanish,me levanté,(I) stood up,,1
Spanish,brazo,arm,,1
Spanish,acordarse,(to) award (oneself); (to) agree (oneself); (to) remember (oneself),,1
Spanish,oyes,(?) do you hear; (you) hear; hear,,1
Spanish,pierna,leg,,1
Spanish,oír,to hear; (to) hear; (to) listen,,1
Spanish,oigo,hears; hear; I'm hearing,,1
Spanish,me despierto,I wake up,,1
Spanish,cabeza,head,,1
Spanish,nariz,nose,,1
Spanish,quedar,(to) stay; (to) get together; stay,,1
Spanish,nos despertamos,(we) wake up; (?) are we waking up; (we) woke up,,1
Spanish,ah,ah; oh,,1
Spanish,encima,on top of; put / pile / stack … one on top of the other!; (you-formal) put / pile / stack … one on top of the other,,1
Spanish,despertarme,(to) wake up; waking up,,1
Spanish,cuerpo,body; substance; figure,,1
Spanish,boca,mouth,,1
Spanish,sentirse,(to) feel; feel; feeling,,1
Spanish,bailé,(I) danced; danced; dance,,1
Spanish,comenzó,began; begin; (she) started,,1
Spanish,comencé,(I) started; started with; (I) began,,1
