language,term,translation,parent,status
Spanish,milla,mile,,1
Spanish,conexión,contacts; connection; connections,,1
Spanish,directo,through; straight; manager,,1
Spanish,llegada,arrival; winning post; reached,,1
Spanish,destino,(I) send; destiny; fate,,1
Spanish,distancia,away; distance,,1
Spanish,local,business; local; premises,,1
Spanish,desconocido,stranger; unknown; strange,,1
Spanish,costa,shore; costs; bank,,1
Spanish,digas,(you) say; tell; (you) tell,,1
Spanish,vayas,(you) go; go; leave,,1
Spanish,explorar,explore; exploring,,1
Spanish,evento,case; event,,1
Spanish,región,region; district; zone,,1
Spanish,salgas,(you) leave; go out,,1
Spanish,oficina de correos,post office,,1
Spanish,vengas,come; (you) come; (you) arrive,,1
Spanish,galería,corridor; balcony; gallery,,1
Spanish,hagas,(you) make; (you) do; (you) ask,,1
Spanish,pongas,put; (you) put; put on,,1
Spanish,polvo,powder; dust,,1
Spanish,frágil,fragile,,1
Spanish,suelo,(I) tend to; (I) use to; usually,,1
Spanish,tengas,having; have,,1
Spanish,des,(you) hold; (you) hit; (you) ruin,,1
Spanish,terremoto,earthquake,,1
Spanish,taxista,taxi driver,,1
Spanish,tigre,tiger,,1
Spanish,currículum,resume; résumé; curriculum vitae,,1
Spanish,hables,(you) court; (you) talk about; (you) discuss,,1
Spanish,salario,salary; wage; pay,,1
Spanish,presentación,presentation; introduction; launch,,1
Spanish,entrevista,(he/she/it) interviews; (he/she/it) meets; (you-formal) meet,,1
Spanish,lleves,(you) get; (you) go; (you) lead,,1
Spanish,visites,visit,,1
Spanish,documento de identidad,ID card; id,,1
Spanish,visa,visa,,1
Spanish,embajada,embassy,,1
Spanish,abras,(you) open up; (you) sprain; (you) be off,,1
Spanish,subas,go up; (you) get on; roll up,,1
Spanish,buzón,mailbox; postbox,,1
Spanish,florero,vase,,1
Spanish,bebas,babies; (you) drink; drink,,1
Spanish,comas,comma; comas; commas,,1
Spanish,contaminado,polluted,,1
Spanish,fuente,dish; fountain; font,,1
Spanish,compres,(you) get; buy; (you) buy,,1
Spanish,lluvias,hails; rains; barrages,,1
Spanish,viajes,travels; trips; (you) travel,,1
Spanish,temporada,run; spell; season,,1
Spanish,huracán,hurricane,,1
Spanish,maní,peanut,,1
Spanish,mayonesa,mayonnaise,,1
Spanish,mostaza,mustard,,1
Spanish,maíz,corn,,1
Spanish,vinagre,vinegar,,1
Spanish,deme,demo; Give me,,1
Spanish,microondas,microwave,,1
Spanish,brócoli,broccoli,,1
Spanish,sabor,taste; flavor,,1
Spanish,merienda,tea; (you-formal) have … for tea; (he/she/it) polishes off,,1
Spanish,batir,to beat; (to) whip; (to) whisk,,1
Spanish,freír,to fry; (to) fry up,,1
Spanish,atún,tuna,,1
Spanish,especia,spice,,1
Spanish,lechuga,lettuce,,1
Spanish,vainilla,vanilla,,1
Spanish,fresa,strawberry,,1
Spanish,helado,ice cream; freezing,,1
Spanish,durazno,peaches; peach,,1
Spanish,cereza,cherry,,1
Spanish,ingrediente,ingredient,,1
Spanish,mezcla,(you) mix; (he) mixes,,1
Spanish,receta,prescribes; prescription; recipe,,1
Spanish,libra,(he/she/it) issues; (he/she/it) draws; fight!,,1
Spanish,faltar,skipping; fail; (to) be missing,,1
Spanish,caja registradora,cash register,,1
Spanish,gorro,cap; hat,,1
Spanish,cajero automático,atm,,1
Spanish,de talla única,one size fits all,,1
Spanish,tela,canvas; material; fabric,,1
Spanish,apretado,stopped; tightfisted; squeezed together,,1
Spanish,tamaño,size,,1
Spanish,ropa interior,underwear; underpants; undergarments,,1
Spanish,marca,(you-formal) tag; (he/she/it) ticks; beat,,1
Spanish,sandalia,sandal; sandals,,1
Spanish,centro comercial,shopping mall; shopping center; mall,,1
Spanish,original,original; different,,1
Spanish,diseño,design; (I) design; designed,,1
Spanish,feo,ugly; plain,,1
Spanish,sudadera,sweatshirt,,1
Spanish,informal,casual; informal,,1
Spanish,algodón,cotton (wool) ball; piece of cotton; piece of cotton wool,,1
Spanish,calidad,quality; status; standards,,1
Spanish,progreso,(I) make progress; (I) progress; progress,,1
Spanish,ventaja,advantage; start,,1
Spanish,experiencia,experience; background,,1
Spanish,necesario,necessary; require; needed,,1
Spanish,sentido,felt; sense; experienced,,1
Spanish,único,only; only one; only thing,,1
Spanish,opinión,view; opinion; mind,,1
Spanish,ni,not; neither; or,,1
Spanish,imposible,impossible,,1
Spanish,obvio,obvious; (I) avoid; obviously,,1
Spanish,importancia,importance; import,,1
Spanish,distinto,distinct; different; several,,1
Spanish,discutir,(to) discuss; discuss; (to) argue,,1
Spanish,descripción,description,,1
Spanish,opción,option; choice; bet,,1
Spanish,decisión,decisiveness; decision; call,,1
Spanish,incorrecto,incorrect; wrong; impolite,,1
Spanish,oportunidad,chance; opportunity,,1
Spanish,honesto,honest,,1
Spanish,tos,cough,,1
Spanish,estrés,stress; anxiety,,1
Spanish,resfriado,cold,,1
Spanish,enfermarse,get sick,,1
Spanish,codo,tightfisted; elbow,,1
Spanish,por suerte,fortunately; luckily,,1
Spanish,mareado,dizzy,,1
Spanish,paciente,passive; patient,,1
Spanish,análisis de sangre,blood test,,1
Spanish,así,like that; like this; that way,,1
Spanish,herida,wound; hurt; wounds,,1
Spanish,quemarse,sunburned; burn; get burned,,1
Spanish,piel,peel; fur; hidden,,1
Spanish,dieta,salary; assembly; diet,,1
Spanish,evitar,avoided; avoid; (to) avoid,,1
Spanish,antibiótico,antibiotic,,1
Spanish,doctor,doctors; male doctor; doctor,,1
Spanish,farmacia,drugstore; pharmacy,,1
Spanish,clínica,clinic,,1
Spanish,corrijo,(I) correct; correct,,1
Spanish,traducción,translation,,1
Spanish,corregir,correct; correcting,,1
Spanish,traduzco,I'm translating; translate; translating,,1
Spanish,instructor,instructor,,1
Spanish,contenido,contents; content,,1
Spanish,apoyo,(I) bear out; (I) support; (I) back,,1
Spanish,apuntes,notes; outlines; scripts,,1
Spanish,resultado,worked; result,,1
Spanish,memorizar,memorize; memorizing,,1
Spanish,contar,numbers; (to) count; counted,,1
Spanish,repaso,reviews; review,,1
Spanish,frase,phrase; sentence,,1
Spanish,resumen,summary,,1
Spanish,significado,meaning; meant,,1
Spanish,actualmente,currently; presently; at present,,1
Spanish,publicar,(to) disclose; (to) divulge; (to) publish,,1
Spanish,situación,standing; situation; location,,1
Spanish,total,resounding; counted; so,,1
Spanish,actual,current,,1
Spanish,recientemente,recently,,1
Spanish,por el momento,for now; at the moment,,1
Spanish,según,according to; it depends; as,,1
Spanish,población,population,,1
Spanish,reciente,recent,,1
Spanish,paz,peace,,1
Spanish,dañar,damages; damage; damaging,,1
Spanish,escapar,escape; flew; get away,,1
Spanish,causar,produced; produces; caused,,1
Spanish,mundial,world; worldwide; global,,1
Spanish,crisis,crisis; crises,,1
Spanish,daño,damages; damage; damaged,,1
Spanish,causa,(he/she/it) causes; (you-formal) cause; (you-formal) arouse,,1
Spanish,frecuente,frequent!; (I/he/she/it/you) frequent; frequent,,1
Spanish,silenciosamente,silently; quietly; noiselessly,,1
Spanish,zona,zone; area,,1
Spanish,curioso,nosy; strange; neat,,1
Spanish,silencioso,noiseless; quiet; silent,,1
Spanish,artículo,article; entry; articles,,1
Spanish,ex,ex; former,,1
Spanish,estado civil,marital status,,1
Spanish,divorcio,divorce,,1
Spanish,aceptar,fall; (to) accept; takes,,1
Spanish,hubo,(?) was there; there was; there were,,1
Spanish,celebrar,hold; (to) play; (to) perform,,1
Spanish,boda,wedding,,1
Spanish,excusa,excuse!; excuse,,1
Spanish,encantado,loved; pleased; delighted,,1
Spanish,relación,relationship; account; connection,,1
Spanish,pareja,date; couple; partner,,1
Spanish,carácter,character; characteristic; nature,,1
Spanish,alegre,cheerful; lively; laughing,,1
Spanish,regalar,(to) sell things at bargain prices; (to) sell … at bargain prices; (to) give,,1
Spanish,beso,(I) kiss; (I) kiss each other; kiss,,1
Spanish,romance,romance,,1
Spanish,humor,mood,,1
Spanish,abrazo,hug,,1
Spanish,discoteca,dance club; club; nightclub,,1
Spanish,paseo,walk,,1
Spanish,tema,subject; matter; theme,,1
Spanish,conectarse,connect,,1
Spanish,solución,answer; solution; solutions,,1
Spanish,exacto,exact; even; accurate,,1
Spanish,borrar,cleans; clearer; to erase,,1
Spanish,arroba,at sign; at,,1
Spanish,blog,blog,,1
Spanish,foro,forum,,1
Spanish,publicidad,publicity; advertising; advertisement,,1
Spanish,anteayer,the day before yesterday,,1
Spanish,informática,computer science; computing; information technology,,1
Spanish,tecnología,technology; tech,,1
Spanish,experto,expert; master,,1
Spanish,contraseña,password,,1
Spanish,cable,cable; wire; lead,,1
Spanish,buzón de voz,voicemail,,1
Spanish,comunicarse,communicate; connect,,1
Spanish,chatear,to chat; chatting; chat,,1
Spanish,conectar,connect; plug in; plugging in,,1
Spanish,página web,website; site,,1
Spanish,videojuego,video game; videogame,,1
Spanish,instalar,move; (to) install; (to) open,,1
Spanish,crear,(to) create; setting; creating,,1
Spanish,tableta,tablet,,1
Spanish,ciencia ficción,science fiction; sci fi; sci-fi,,1
Spanish,traducir,(to) convey; (to) translate; translate,,1
Spanish,amor,love,,1
Spanish,firmar,sign; signed; signing,,1
Spanish,autobiografía,autobiography,,1
Spanish,usado,used; worn,,1
Spanish,texto,text,,1
Spanish,literatura,literature,,1
Spanish,creativo,creative,,1
Spanish,protagonista,protagonist; hero,,1
Spanish,llamarse,called,,1
Spanish,escritor,writer,,1
Spanish,párrafo,paragraph; talk; chat,,1
Spanish,breve,brief; short; shortest,,1
Spanish,poema,poem,,1
Spanish,romántico,romantic,,1
Spanish,charlar,chatting; chat,,1
Spanish,novela,novel,,1
Spanish,capítulo,chapter; episode,,1
Spanish,solamente,only; just,,1
Spanish,plaza,plaza; bullring; seat,,1
Spanish,lindo,beautiful; lovely; nice,,1
Spanish,principal,main; central; front,,1
Spanish,habitante,inhabitant,,1
Spanish,entero,upright; payment; (I) pay,,1
Spanish,parque de atracciones,amusement park,,1
Spanish,mayoría,majority; most,,1
Spanish,cola,line; queue,,1
Spanish,quiosco,newsstand,,1
Spanish,frutería,fruit store,,1
Spanish,panadería,bakery,,1
Spanish,pasado mañana,day after tomorrow,,1
Spanish,anual,annual,,1
Spanish,circo,cirque; circus,,1
Spanish,festival,festival,,1
Spanish,monumento,monument,,1
Spanish,barrio,neighborhood,,1
Spanish,terraza,terrace,,1
Spanish,enorme,giant; huge; enormous,,1
Spanish,se ríen,(they/you-plural)  laugh,,1
Spanish,se cae,falls down,,1
Spanish,pidieron,asked; (?) did they order; ask,,1
Spanish,funcionar,to work; work; (to) function,,1
Spanish,nos reímos,(we)  laugh; (we)  laughed; laughed,,1
Spanish,te ríes,laugh,,1
Spanish,pidió,ordered; asked; ask,,1
Spanish,me caigo,(I)  fall; (I)  let drop / fall; (I)  hang,,1
Spanish,me río,laugh,,1
Spanish,al salir,(I) left; left,,1
Spanish,compre,buy; buys; shop,,1
Spanish,repare,repair,,1
Spanish,empuje,drive; go; drove,,1
Spanish,estacione,park,,1
Spanish,descanse,(you) rest; rest,,1
Spanish,corte,(I/he/she/it/you) cut down; slice / cut through!; break-up,,1
Spanish,licencia,license,,1
Spanish,envíe,(you) send; sends,,1
Spanish,prepare,prepare; (you) prepare; make,,1
Spanish,regrese,(you) come back,,1
Spanish,reserve,reserve,,1
Spanish,llene,(you) fill out; fill,,1
Spanish,zapatos deportivos,sneakers,,1
Spanish,a través del,through,,1
Spanish,oigan,hear; hey; listen,,1
Spanish,salgan,get out; leave; will turn out,,1
Spanish,tengan,have; (they) have; are,,1
Spanish,traigan,bring,,1
Spanish,vengan,(they) come; come; arrive,,1
Spanish,pongan,put in!; put!; put on!,,1
Spanish,bolsillo,pocket,,1
Spanish,agrega,(you-formal) add; (he/she/it) adds; add!,,1
Spanish,organiza,organizes; organize,,1
Spanish,asa,grill; (you) grill; (you) roast,,1
Spanish,seca,dry,,1
Spanish,prepara,(it) prepares; make; (you) prepare,,1
Spanish,le gustan,(he) likes; likes; (?) does she like,,1
Spanish,recto,straight,,1
Spanish,te gustan,(?) do you like; like,,1
Spanish,centímetro,centimeter,,1
Spanish,me dice,tell me; (he/she/it)  says (me); (he/she/it)  thinks (me),,1
Spanish,gramo,gram,,1
Spanish,muchacho,young boy; kid; guy,,1
Spanish,costar,cost; costs; (to) take,,1
Spanish,matar,(to) quench; (to) cover; put,,1
Spanish,murió,die; (he) died; (she) died,,1
Spanish,destruimos,(we) destroyed; (we) destroy,,1
Spanish,delicioso,delicious,,1
Spanish,dejar,gave; drop off; left,,1
Spanish,destruir,(to) destroy; destroying; destroy,,1
Spanish,individual,mat; singles; isolated,,1
Spanish,mantengo,hold; (I) keep; run,,1
Spanish,incluimos,(we) include; (we) included; (we) are including,,1
Spanish,mantenemos,hold; run; (we) support / maintain / keep oneself,,1
Spanish,golpear,hitting; (to) hit; hit,,1
Spanish,mantener,stand; hold; stood,,1
Spanish,construimos,(we) build; (we) built; (we) are building,,1
Spanish,supongo,(I) guess; (I) suppose; expect,,1
Spanish,suponer,assume; said; involved,,1
Spanish,déselo,give it to them; give it to her; give it to him,,1
Spanish,repetimos,repeat; (?) should we repeat,,1
Spanish,dígaselo,say it to him; say it to them; say it to her,,1
Spanish,venga,comes; (I/he/she/it/you) arrive; (I/he/she/it/you) come,,1
Spanish,grabar,record; (to) record; recording,,1
Spanish,molestar,bothering; put; bother,,1
Spanish,salga,will turn out; leave; go out,,1
Spanish,dígame,say (me)!; say to each other (me)!; tell me,,1
Spanish,incluir,counted; include; figure,,1
Spanish,dígamelo,(you) say it to me,,1
Spanish,círculo,circle; round,,1
Spanish,halar,pull,,1
Spanish,dáselo,(you) give it to him,,1
Spanish,contra,against; into,,1
Spanish,devolvemos,return; We return,,1
Spanish,supieron,know; knew; (they/you-plural) tasted,,1
Spanish,pusieron,stood; play; put,,1
Spanish,medio,middle; half; average,,1
Spanish,pusimos,said; gave; made,,1
Spanish,díselo,tell; (you) say it,,1
Spanish,lancé,(I) threw; throw; threw,,1
Spanish,supimos,know; knew; (we) knew,,1
Spanish,lanzar,driven; setting; delivers,,1
Spanish,empujar,(to) push; driven; pushing,,1
Spanish,vete,go; veto!; (I/he/she/it/you) veto,,1
Spanish,pudieron,(they) were able to; (they) could; could,,1
Spanish,sonar,to ring; ring; (to) sound,,1
Spanish,pudimos,(we) were able; (we) could; could,,1
Spanish,clásico,standard; classical; traditional big game,,1
Spanish,pedazo,to be shattered; piece; bit,,1
Spanish,aguacate,avocado; avocados,,1
Spanish,ten,(you) be,,1
Spanish,red,internet; net; network,,1
Spanish,quisieron,(they) wanted; wanted,,1
Spanish,anduvieron,walk; walked; (?) did you walk,,1
Spanish,estacionar,park; (to) park; parking,,1
Spanish,doblar,go; turned; goes,,1
Spanish,retrasar,hold; put; delay,,1
Spanish,quiso,mean; want; (she) wanted,,1
Spanish,anduvo,walk; walked,,1
Spanish,quisimos,we tried; (we) wanted; want,,1
Spanish,anduvimos,(we) walked; went,,1
Spanish,cadena,grand chain; chain letter; string,,1
Spanish,anduve,(I) worked; (I) went; (I) walked,,1
Spanish,anduviste,(you) walked; (?) did you walk; walk,,1
Spanish,quisiste,want; (?) did you want; (you) wanted,,1
Spanish,quise,mean; (I) wanted; (I) loved,,1
Spanish,describir,(to) trace; (to) describe; describe,,1
Spanish,señalar,show; point; give,,1
Spanish,felicidades,congratulations; congrats,,1
Spanish,diseñar,designed; design; planned,,1
Spanish,izquierdo,left; nearest,,1
Spanish,construir,(to) build; build,,1
Spanish,andar,walks; (to) be; move,,1
Spanish,sino,but rather; if not; but,,1
Spanish,exactamente,exactly; precisely; just,,1
Spanish,lado,side,,1
Spanish,organicé,(I) organized; organized,,1
Spanish,clic,click,,1
Spanish,hoja,sheet; sheets; leaf,,1
Spanish,organizar,fixed; (to) organize; organizing,,1
Spanish,libre,free; off,,1
Spanish,común,average; common; mutual,,1
Spanish,modelo,model; designed,,1
Spanish,tumbarme,(to) lie down,,1
Spanish,devolver,to  return; return; (to) give back,,1
Spanish,agregué,(I) added; add,,1
Spanish,descuento,discount; sale; deal,,1
Spanish,agregar,(to) add; add; written,,1
Spanish,pc,pc,,1
Spanish,sin embargo,yet; although; however,,1
Spanish,quedarse con,stay; keeping; keep,,1
Spanish,mezclar,(to) merge; (to) mix; (to) mix up,,1
Spanish,gustarían,like; liked; would like,,1
Spanish,trozo,piece; slice; bit,,1
Spanish,propina,tip; delivers,,1
Spanish,oferta,offer; sale,,1
Spanish,mitad,middle; half; halfway,,1
Spanish,salchicha,sausage,,1
Spanish,escojo,(I) choose; (I) am choosing; pick,,1
Spanish,costo,cost; costs,,1
Spanish,lana,wool; fleece; cash,,1
Spanish,colección,collection; setting,,1
Spanish,escoger,picking; choose; (to) choose,,1
Spanish,frente,front; brow; facade,,1
Spanish,pantalla,screen,,1
Spanish,redondo,return; chubby; round (of beef),,1
Spanish,habrá,have; will have; there will be,,1
Spanish,lavaplatos,dishwasher; dishwashing machine; sink,,1
Spanish,gabinete,cabinet,,1
Spanish,de todas maneras,in any case; anyway,,1
Spanish,vendrá,(he) will come; (she) will be coming; (he) will be coming,,1
Spanish,saldremos,go; we will leave; we will go out,,1
Spanish,tendrás,(you) will have; you'll be; (you) will be,,1
Spanish,pondré,put; (I) will put; (I) will put on,,1
Spanish,trasero,can; back; seated,,1
Spanish,importar,matter; import,,1
Spanish,en línea,online,,1
Spanish,nos abrazamos,hugged each other,,1
Spanish,ajo,garlic,,1
Spanish,soul,soul,,1
Spanish,pertenezco,belong,,1
Spanish,escenario,stage; setting; set,,1
Spanish,pertenecer,belongs; (to) belong; belong,,1
Spanish,me cae mal,I don't like him,,1
Spanish,desde,since; from; out of,,1
Spanish,rebanada,slice,,1
Spanish,picar,snack; ate; smarter,,1
Spanish,rico,rich; delicious; tasty,,1
Spanish,nos conocemos,(we)have known each other; (we) know each other,,1
Spanish,me cae bien,I like (him/her/it); like,,1
Spanish,felicitaciones,congratulations; congrats,,1
Spanish,instrumento,musical instrument; instrument; (I) orchestrate,,1
Spanish,musical,musical; music; musicals,,1
Spanish,pesqué,(I) caught; (I) fished; caught,,1
Spanish,se quitan,(they) take off,,1
Spanish,saltar,(to) vault; (to) jump; (to) fly,,1
Spanish,patada,to give somebody the push; to dump somebody; shock,,1
Spanish,quizás,maybe; perhaps,,1
Spanish,especialmente,especially; in particular; notably,,1
Spanish,grado,grade; degree,,1
Spanish,cubrir,blanket; services; (to) cover,,1
Spanish,aire,wind; tune; air,,1
Spanish,inusual,unusual,,1
Spanish,pantalones cortos,shorts,,1
Spanish,niebla,fog; mist; haze,,1
Spanish,rueda,makes; (you-formal) shoot; break in!,,1
Spanish,temperatura,temperature; a temperature,,1
Spanish,ruidoso,noisy; much talked-about; loud,,1
Spanish,impermeable,raincoat; raincoats; waterproof,,1
Spanish,tormenta,storm; thunderstorm,,1
Spanish,cielo,heaven; sky; skies,,1
Spanish,nube,swarm; tag; film,,1
Spanish,hacia,toward; towards; to,,1
Spanish,toqué,(I) played; (I) touched; touch,,1
Spanish,conduzco,(I) drive,,1
Spanish,dímelo,say it to me,,1
Spanish,pedir prestado,(to) borrow; borrowed; borrow,,1
Spanish,tráemela,bring it to me,,1
Spanish,agradezco,(I) appreciate; thank; thanks,,1
Spanish,dámela,give it to me,,1
Spanish,guardar,keeping; hold; maintain,,1
Spanish,desear,desire; wants; want,,1
Spanish,agradecer,thank; (to) thank; appreciate,,1
Spanish,pásamelas,pass them to me,,1
Spanish,dame,(you) give me; me,,1
Spanish,dime,(you) tell me,,1
Spanish,deseo,desire; (I) want; (I) wish,,1
Spanish,uva,grape,,1
Spanish,llenar,fill; (to) fill; (to) fill out,,1
Spanish,crema,cream,,1
Spanish,ofrezco,afford; (I) offer; (I) am offering,,1
Spanish,visita,(she) is visiting; (she) visits; (he) visits,,1
Spanish,límpialas,(you) clean them,,1
Spanish,ofrecer,(to) offer; offer; (to) provide,,1
Spanish,aviso,notice; I'm informing; bell,,1
Spanish,bébelos,(you) drink them,,1
Spanish,oeste,west,,1
Spanish,plata,silver; silverware; money,,1
Spanish,pila,lots; pile; battery,,1
Spanish,tengo prisa,I am in a hurry,,1
Spanish,mezquita,mosque,,1
Spanish,tráfico,traffic,,1
Spanish,volamos,(we) flew; (we) fly,,1
Spanish,almohada,pillow,,1
Spanish,alquiler,rent; hire,,1
Spanish,subir,(to) get on; get; (to) get in,,1
Spanish,indicaciones,directions,,1
Spanish,fila,line; row,,1
Spanish,contactar,contact; (to) contact; contacting,,1
Spanish,manera,so that; so; manner,,1
Spanish,neumático,pneumatic; tyre; tire,,1
Spanish,escalar,(to) climb; climbing; climb,,1
Spanish,efectivo,cash; effective,,1
Spanish,crucé,(I) crossed; cross,,1
Spanish,extranjero,foreigner; abroad; foreign,,1
Spanish,cruzar,crossing; getting; (to) cross,,1
Spanish,cancelación,cancellation; cancelation,,1
Spanish,ascensor,elevator,,1
Spanish,verdadero,positive; real; true,,1
Spanish,real,real,,1
Spanish,atractivo,good looking; attractive,,1
Spanish,rap,rap,,1
Spanish,snowboarding,snowboarding,,1
Spanish,rock,rock,,1
Spanish,menos mal,luckily; it's a good thing,,1
Spanish,me acostaré,(I) will go to bed,,1
Spanish,conducir,drive; riding; driving,,1
Spanish,doble,double; twice,,1
Spanish,anillo,ring,,1
Spanish,dorado,gold; golden; dorado,,1
Spanish,vestíbulo,vestibule; hall; lobby,,1
Spanish,me fui,left,,1
Spanish,se irá,he'll be leaving; will leave,,1
Spanish,cuadrado,square,,1
Spanish,imprimir,press; (to) print; printing,,1
Spanish,sumar,add; (to) add; figure,,1
Spanish,apurarse,hurry; (to) hurry; hurries,,1
Spanish,espacio,room; space,,1
Spanish,incluso,even; including,,1
Spanish,tijeras,scissors; shears,,1
Spanish,básico,basic; simple,,1
Spanish,se apura,(she) hurries; hurries,,1
Spanish,guante,glove,,1
Spanish,cortar,mow; cut; (to) cut,,1
Spanish,borrador,eraser; draft,,1
Spanish,medias,tights; stockings; pantyhose,,1
Spanish,vocabulario,vocabulary,,1
Spanish,deletrear,to spell ; (to) spell (out),,1
Spanish,basurero,wastebasket; trash can; dustbin,,1
Spanish,suficiente,enough,,1
Spanish,si,if; whether,,1
Spanish,matemáticas,math; maths; mathematics,,1
Spanish,ortografía,spelling; ortography,,1
Spanish,principiante,beginner; beginning,,1
Spanish,reprobar,fail; failed,,1
Spanish,cierto,true; certain,,1
Spanish,de todas formas,anyway; in any case; time,,1
Spanish,tal vez,perhaps; maybe,,1
Spanish,mejorar,(to) get better; (to) improve; improve,,1
Spanish,tratar,try; (to) treat; handles,,1
Spanish,eléctrico,electrical; electric,,1
Spanish,finalmente,finally; in the end; At last,,1
Spanish,ganador,winner,,1
Spanish,competencia,competition; ability,,1
Spanish,adivinar,guess,,1
Spanish,posiblemente,possibly,,1
Spanish,de moda,in fashion; in style; vogue,,1
Spanish,etcétera,etc.; etc,,1
Spanish,en realidad,actually; really,,1
Spanish,suerte,luck; lucky; lots,,1
Spanish,futuro,future,,1
Spanish,error,mistaken; mistakes; mistake,,1
Spanish,título,title; degree; heading,,1
Spanish,objetivo,goal; objective; aim,,1
Spanish,se dice,say; It is said,,1
Spanish,sur,south,,1
Spanish,se cree,it is believed,,1
Spanish,retraso,delay,,1
Spanish,me subo,getting,,1
Spanish,ancho,loose; wide; proud,,1
Spanish,se ofrecen,are offered,,1
Spanish,esquina,corner,,1
Spanish,se vende,is sold; for sale; sold,,1
Spanish,cuero,leather,,1
Spanish,plástico,plastic,,1
Spanish,se hacen,(they/you-plural)  do; (they/you-plural)  write out; (they/you-plural)  make,,1
Spanish,se necesitan,are needed,,1
Spanish,ferrocarril,train; railroad,,1
Spanish,significar,stand; stood; spell,,1
Spanish,toalla,towel; toweling,,1
Spanish,norte,north; northern,,1
Spanish,escaleras,stairs,,1
Spanish,turismo,tourism; sightseeing,,1
Spanish,se habla,are spoken,,1
Spanish,se usa,(you)  use; used; (he/she/it)  wears,,1
Spanish,andén,platform,,1
Spanish,cuadra,block,,1
Spanish,bistec,steak; beefsteak,,1
Spanish,abuelitos,grandparents,,1
Spanish,pesca,caught; gets; fishing,,1
Spanish,rosa,pink; rose; Rosa,,1
Spanish,poquito,little; little bit; shot,,1
Spanish,manta,blanket,,1
Spanish,crecer,pays; grow; (to) spread,,1
Spanish,miembro,member; limb,,1
Spanish,igual,even; anyway; as,,1
Spanish,bajito,short,,1
Spanish,graduado,graduate; graduated,,1
Spanish,pequeñito,small; really small,,1
Spanish,aconsejar,guides; advise; guide,,1
Spanish,ratón,mouse; rat,,1
Spanish,gatito,kitten; little cat,,1
Spanish,mesita,little table,,1
Spanish,jalea,jelly,,1
Spanish,normal,normal; standards; ordinary,,1
Spanish,te casas,do you get married,,1
Spanish,soltero,single,,1
Spanish,perrito,little dog,,1
Spanish,me llevo bien,(I) get along,,1
Spanish,hermanito,little brother,,1
Spanish,biología,biology,,1
Spanish,visto,looked; watched; seen,,1
Spanish,ocurrido,occurred; happened,,1
Spanish,semestre,semester; term,,1
Spanish,estrella,star; greatest,,1
Spanish,luna,moon; luna,,1
Spanish,meta,do!; score!; put!,,1
Spanish,por cierto,by the way,,1
Spanish,escrito,written,,1
Spanish,ruta,road; route; track,,1
Spanish,sonido,sound,,1
Spanish,dicho,said; told,,1
Spanish,cualquier lugar,anywhere,,1
Spanish,señal,sign; signal,,1
Spanish,surfear,(to) surf; surfing; surf,,1
Spanish,negativo,negative,,1
Spanish,tales,such; cut down,,1
Spanish,tenido,gotten; had; experienced,,1
Spanish,conocido,well-known; met; acquaintance,,1
Spanish,tal,such,,1
Spanish,pedido,ordered; asked; requested,,1
Spanish,comprado,got; purchased; bought,,1
Spanish,multitud,crowd,,1
Spanish,software,software,,1
Spanish,suceder,(to) succeed; comes; (to) inherit,,1
Spanish,hecho,become; made; incident,,1
Spanish,añadir,writing; write; add,,1
Spanish,dimos,(we) gave; did we give; give,,1
Spanish,dieron,made; performed; (they) gave,,1
Spanish,web,web,,1
Spanish,enterar,found out,,1
Spanish,asunto,matter; issue,,1
Spanish,digital,digital,,1
Spanish,dio,gave; made; (she) gave,,1
Spanish,quería decir,meant,,1
Spanish,salida,departure; exit; sailing,,1
Spanish,formulario,form,,1
Spanish,quieres decir,(you) want to say; (you) mean,,1
Spanish,contacto,contact; contacts; exchange,,1
Spanish,diste,(you) gave; (?) did you give; took,,1
Spanish,di,tell; (I) gave; say,,1
Spanish,se,she; is; hers,,1
Spanish,e,and,,1
Spanish,enterarse,(to) find out; hear; (to) hear,,1
Spanish,claro,of course; brighter; obvious,,1
Spanish,gritar,crying; (to) shout; cry,,1
Spanish,portón,gate; gates,,1
Spanish,pasillo,hallway; hall; aisle,,1
Spanish,vender,be sold; (to) sell; selling,,1
Spanish,fregadero,sink,,1
Spanish,práctico,practical; convenient; useful,,1
Spanish,bol,bowl,,1
Spanish,cortina,curtain,,1
Spanish,rosado,pink,,1
Spanish,melón,melon,,1
Spanish,joya,jewel,,1
Spanish,lavamanos,sink; washbasin,,1
Spanish,recién,just; recently,,1
Spanish,sequé,(I) dried; dry,,1
Spanish,secar,drying; season; dry,,1
Spanish,garaje,garage,,1
Spanish,tortilla,omelet,,1
Spanish,ventilador,ventilator; air vent; fan,,1
Spanish,terminar,finished; finish; end,,1
Spanish,vestir,dressed; (to) decorate; (to) wear,,1
Spanish,cancelar,written; pays; stopped,,1
Spanish,estante,shelf; bookshelf,,1
Spanish,acaban de,have just; finish,,1
Spanish,techo,roof; ceiling,,1
Spanish,soñamos,(we) dream; (we) dreamed/dreamt; dream,,1
Spanish,empaqué,(I) packed,,1
Spanish,encantarían,(I) would love,,1
Spanish,encantaría,would love; love,,1
Spanish,guía,guide; guidebook; guides,,1
Spanish,alquilar,lets; takes; take,,1
Spanish,reservación,reservations; reservation; booking,,1
